,gain,neutral,loss
GOLGA8J,26,43,39
GOLGA8K,19,57,32
GOLGA8M,21,56,31
GOLGA8N,21,55,32
GOLGA8O,19,57,32
GOLGA8R,21,56,31
GOLGA8S,25,47,36
GOLGA8T,21,55,32
GOLGB1,67,36,5
GOLIM4,100,8,0
GOLM1,19,36,53
GOLPH3,88,20,0
GOLPH3L,60,45,3
GOLT1A,52,51,5
GOLT1B,65,39,4
GON4L,58,47,3
GON7,31,42,35
GOPC,16,61,31
GORAB,56,46,6
GORASP1,5,20,83
GORASP2,43,60,5
GOSR1,43,45,20
GOSR2,46,53,9
GOT1,6,56,46
GOT1L1,52,26,30
GOT2,20,53,35
GP1BA,13,29,66
GP1BB,58,39,11
GP2,22,63,23
GP5,96,12,0
GP6,40,46,22
GP9,69,34,5
GPA33,57,46,5
GPAA1,70,30,8
GPALPP1,7,29,72
GPAM,12,56,40
GPANK1,32,53,23
GPAT2,54,53,1
GPAT3,11,43,54
GPAT4,54,31,23
GPATCH1,62,39,7
GPATCH11,67,41,0
GPATCH2,50,48,10
GPATCH2L,28,45,35
GPATCH3,10,56,42
GPATCH4,58,46,4
GPATCH8,45,54,9
GPBAR1,20,62,26
GPBP1,6,25,77
GPBP1L1,13,67,28
GPC1,24,58,26
GPC2,52,51,5
GPC3,8,15,85
GPC4,9,15,84
GPC5,11,35,62
GPC5-AS1,10,37,61
GPC5-AS2,10,35,63
GPC6,10,37,61
GPC6-AS1,10,38,60
GPC6-AS2,10,38,60
GPCPD1,55,47,6
GPD1,40,60,8
GPD1L,5,23,80
GPD2,32,67,9
GPER1,66,28,14
GPHA2,33,63,12
GPHB5,27,44,37
GPHN,29,40,39
GPI,62,38,8
GPIHBP1,71,30,7
GPKOW,3,17,88
GPLD1,37,55,16
GPM6A,4,38,66
GPM6B,4,15,89
GPN1,67,41,0
GPN2,10,56,42
GPN3,29,67,12
GPNMB,53,39,16
GPR1,33,58,17
GPR1-AS,33,58,17
GPR101,7,17,84
GPR107,18,38,52
GPR108,20,49,39
GPR119,8,16,84
GPR12,10,34,64
GPR132,35,39,34
GPR135,30,44,34
GPR137,42,54,12
GPR137B,52,46,10
GPR137C,32,43,33
GPR139,22,63,23
GPR141,51,39,18
GPR142,60,43,5
GPR143,5,14,89
GPR146,66,28,14
GPR148,35,68,5
GPR149,93,15,0
GPR15,67,29,12
GPR150,3,26,79
GPR151,6,30,72
GPR152,37,58,13
GPR153,14,51,43
GPR155,45,59,4
GPR156,67,35,6
GPR157,12,54,42
GPR158,30,45,33
GPR158-AS1,28,47,33
GPR160,100,8,0
GPR161,57,46,5
GPR162,60,41,7
GPR17,36,67,5
GPR171,92,16,0
GPR173,4,16,88
GPR174,6,19,83
GPR176,15,59,34
GPR179,43,50,15
GPR18,11,39,58
GPR180,10,39,59
GPR182,39,60,9
GPR183,11,39,58
GPR19,61,41,6
GPR20,75,27,6
GPR21,20,37,51
GPR22,48,53,7
GPR25,54,47,7
GPR26,12,58,38
GPR27,2,15,91
GPR3,11,56,41
GPR31,19,61,28
GPR32,34,47,27
GPR33,33,40,35
GPR34,3,16,89
GPR35,20,61,27
GPR37,41,53,14
GPR37L1,54,48,6
GPR39,38,61,9
GPR4,39,46,23
GPR45,46,59,3
GPR50,9,16,83
GPR50-AS1,9,16,83
GPR52,55,46,7
GPR55,17,62,29
GPR6,18,60,30
GPR61,5,44,59
GPR62,3,16,89
GPR63,16,58,34
GPR65,32,41,35
GPR68,33,40,35
GPR75,71,36,1
GPR75-ASB3,72,35,1
GPR78,9,35,64
GPR82,3,16,89
GPR83,23,60,25
GPR84,38,61,9
GPR85,45,53,10
GPR87,92,16,0
GPR88,5,49,54
GPR89A,55,27,26
GPR89B,55,27,26
GPRASP1,6,15,87
GPRASP2,6,15,87
GPRC5A,60,42,6
GPRC5B,22,64,22
GPRC5C,60,43,5
GPRC5D,60,42,6
GPRC6A,16,61,31
GPRIN1,5,30,73
GPRIN2,20,48,40
GPRIN3,7,46,55
GPS1,70,29,9
GPS2,14,28,66
GPSM1,30,32,46
GPSM2,4,45,59
GPSM3,32,53,23
GPT,71,28,9
GPT2,18,52,38
GPX1,2,16,90
GPX2,27,44,37
GPX3,5,29,74
GPX4,31,48,29
GPX5,32,55,21
GPX6,32,55,21
GPX7,6,67,35
GPX8,11,25,72
GRAMD1A,62,38,8
GRAMD1B,20,59,29
GRAMD1C,64,35,9
GRAMD2,23,62,23
GRAMD3,6,28,74
GRAMD4,49,41,18
GRAP,20,27,61
GRAP2,50,45,13
GRAPL,20,27,61
GRASP,38,61,9
GRB10,51,38,19
GRB14,39,60,9
GRB2,60,43,5
GRB7,43,50,15
GREB1,61,43,4
GREB1L,40,47,21
GREM1,18,58,32
GREM2,52,46,10
GRHL1,62,43,3
GRHL2,70,34,4
GRHL3,11,56,41
GRHPR,26,21,61
GRIA1,5,30,73
GRIA2,3,42,63
GRIA3,5,15,88
GRIA4,20,57,31
GRID1,5,52,51
GRID1-AS1,5,52,51
GRID2,5,42,61
GRID2IP,55,38,15
GRIFIN,54,38,16
GRIK1,11,56,41
GRIK1-AS1,10,57,41
GRIK1-AS2,10,56,42
GRIK2,18,55,35
GRIK3,15,64,29
GRIK4,21,58,29
GRIK5,44,43,21
GRIN1,32,37,39
GRIN2A,22,64,22
GRIN2B,60,42,6
GRIN2C,59,45,4
GRIN2D,34,46,28
GRIN3A,20,33,55
GRIN3B,30,48,30
GRINA,71,29,8
GRIP1,40,60,8
GRIP2,6,21,81
GRIPAP1,3,17,88
GRK1,16,36,56
GRK2,38,59,11
GRK3,54,43,11
GRK4,8,37,63
GRK5,11,56,41
GRK6,6,29,73
GRK7,81,24,3
GRM1,18,58,32
GRM2,3,16,89
GRM3,52,52,4
GRM4,32,55,21
GRM5,27,57,24
GRM5-AS1,27,58,23
GRM6,6,29,73
GRM7,5,21,82
GRM7-AS1,5,21,82
GRM7-AS2,5,21,82
GRM7-AS3,5,21,82
GRM8,41,50,17
GRN,45,54,9
GRP,21,42,45
GRPEL1,9,36,63
GRPEL2,6,28,74
GRPEL2-AS1,6,28,74
GRPR,4,15,89
GRSF1,14,45,49
GRTP1,18,36,54
GRTP1-AS1,18,36,54
GRWD1,34,46,28
GRXCR1,7,34,67
GRXCR2,7,30,71
GS1-124K5.11,43,57,8
GS1-124K5.4,43,57,8
GS1-24F4.2,10,24,74
GS1-259H13.2,53,50,5
GS1-279B7.1,54,45,9
GS1-594A7.3,4,15,89
GS1-600G8.3,5,14,89
GSAP,49,50,9
GSC,32,41,35
GSC2,58,39,11
GSDMA,43,50,15
GSDMB,42,51,15
GSDMC,81,22,5
GSDMD,77,26,5
GSE1,20,39,49
GSG1,60,42,6
GSG1L,29,59,20
GSG1L2,13,28,67
GSG2,13,29,66
GSK3A,43,43,22
GSK3B,67,35,6
GSKIP,31,44,33
GSN,20,37,51
GSN-AS1,20,37,51
GSPT1,22,65,21
GSPT2,3,17,88
GSR,12,24,72
GSS,64,40,4
GSTA1,41,57,10
GSTA2,41,57,10
GSTA3,40,58,10
GSTA4,41,57,10
GSTA5,40,58,10
GSTA7P,41,57,10
GSTCD,4,47,57
GSTK1,38,57,13
GSTM1,5,44,59
GSTM2,5,44,59
GSTM2P1,17,60,31
GSTM3,5,44,59
GSTM4,5,44,59
GSTM5,5,44,59
GSTO1,5,59,44
GSTO2,5,59,44
GSTP1,38,57,13
GSTT2,55,43,10
GSTT2B,55,43,10
GSTTP1,55,43,10
GSTTP2,55,43,10
GSTZ1,30,44,34
GSX1,8,36,64
GSX2,21,48,39
GTDC1,33,65,10
GTF2A1,28,45,35
GTF2A1L,69,38,1
GTF2A2,20,63,25
GTF2B,4,58,46
GTF2E1,67,35,6
GTF2E2,12,24,72
GTF2F1,19,49,40
GTF2F2,7,29,72
GTF2H1,25,52,31
GTF2H2,6,23,79
GTF2H2B,6,23,79
GTF2H2C,6,23,79
GTF2H2C_2,6,23,79
GTF2H3,26,67,15
GTF2H4,34,53,21
GTF2H5,16,60,32
GTF2I,49,49,10
GTF2IP1,52,45,11
GTF2IP12,5,47,56
GTF2IP20,51,47,10
GTF2IP23,44,56,8
GTF2IP4,49,49,10
GTF2IP7,50,48,10
GTF2IRD1,46,51,11
GTF2IRD1P1,44,56,8
GTF2IRD2,48,50,10
GTF2IRD2B,52,46,10
GTF3A,9,35,64
GTF3C1,29,59,20
GTF3C2,67,41,0
GTF3C2-AS1,67,41,0
GTF3C3,37,61,10
GTF3C4,18,38,52
GTF3C5,17,38,53
GTF3C6,17,60,31
GTPBP1,52,42,14
GTPBP10,53,51,4
GTPBP2,41,52,15
GTPBP3,26,48,34
GTPBP4,26,47,35
GTPBP6|chrX,8,11,89
GTPBP6|chrY,1,6,101
GTPBP8,63,36,9
GTSCR1,22,42,44
GTSE1,49,41,18
GTSE1-AS1,49,41,18
GTSF1,38,61,9
GTSF1L,54,45,9
GUCA1A,40,51,17
GUCA1B,40,51,17
GUCA1C,62,35,11
GUCA2A,15,66,27
GUCA2B,15,66,27
GUCD1,54,44,10
GUCY1A2,19,58,31
GUCY1A3,3,41,64
GUCY1B2,5,30,73
GUCY1B3,3,41,64
GUCY2C,60,43,5
GUCY2D,13,29,66
GUCY2EP,32,59,17
GUCY2F,8,14,86
GUCY2GP,12,56,40
GUF1,8,36,64
GUK1,52,45,11
GULP1,40,59,9
GUSB,44,56,8
GUSBP1,86,20,2
GUSBP10,58,39,11
GUSBP11,55,43,10
GUSBP2,34,53,21
GUSBP3,6,23,79
GUSBP4,42,47,19
GUSBP5,6,41,61
GUSBP9,6,23,79
GVINP1,15,54,39
GVQW2,19,58,31
GXYLT1,38,62,8
GXYLT1P3,27,13,68
GXYLT2,2,15,91
GYG1,90,17,1
GYG2,8,11,89
GYG2P1,1,4,103
GYPA,6,41,61
GYPB,6,41,61
GYPC,35,68,5
GYPE,6,41,61
GYS1,34,47,27
GYS2,65,38,5
GZF1,54,44,10
GZMA,11,25,72
GZMB,32,42,34
GZMH,32,42,34
GZMK,12,23,73
GZMM,30,49,29
H19,19,50,39
H1F0,54,40,14
H1FNT,41,60,7
H1FOO,70,33,5
H1FX,69,34,5
H1FX-AS1,69,34,5
H2AFB1,11,14,83
H2AFB2,11,14,83
H2AFJ,60,43,5
H2AFV,50,39,19
H2AFX,21,58,29
H2AFY,6,29,73
H2AFY2,10,52,46
H2AFZ,5,44,59
H2BFM,6,15,87
H2BFWT,6,15,87
H2BFXP,6,15,87
H3F3A,53,45,10
H3F3AP4|chr1,53,45,10
H3F3AP4|chr2,45,59,4
H3F3B,59,45,4
H3F3C,62,42,4
H6PD,12,54,42
HAAO,70,37,1
HABP2,12,56,40
HABP4,20,33,55
HACD1,26,49,33
HACD2,68,35,5
HACD3,23,60,25
HACD4,9,21,78
HACE1,18,59,31
HACL1,6,20,82
HADH,4,47,57
HADHA,66,40,2
HADHB,66,40,2
HAGH,22,61,25
HAGHL,39,51,18
HAGLR,44,60,4
HAGLROS,44,60,4
HAL,30,67,11
HAMP,61,39,8
HAND1,6,30,72
HAND2,5,37,66
HAND2-AS1,5,37,66
HAO1,52,47,9
HAO2,18,46,44
HAO2-IT1,18,46,44
HAP1,43,52,13
HAPLN1,4,24,80
HAPLN2,58,46,4
HAPLN3,31,58,19
HAPLN4,30,46,32
HAR1A,48,46,14
HAR1B,48,46,14
HARBI1,24,61,23
HARS,7,30,71
HARS2,7,30,71
HAS1,35,48,25
HAS2,75,29,4
HAS2-AS1,75,29,4
HAS3,24,46,38
HAT1,44,59,5
HAUS1,23,43,42
HAUS2,16,61,31
HAUS3,10,35,63
HAUS4,33,41,34
HAUS5,60,40,8
HAUS6,11,23,74
HAUS7,9,16,83
HAUS8,26,48,34
HAVCR1,4,31,73
HAVCR1P1,44,32,32
HAVCR2,4,31,73
HAX1,58,47,3
HBA1,40,50,18
HBA2,40,50,18
HBB,15,52,41
HBBP1,15,52,41
HBD,15,52,41
HBE1,15,52,41
HBEGF,7,30,71
HBG1,15,52,41
HBG2,15,52,41
HBM,40,50,18
HBP1,49,53,6
HBQ1,40,50,18
HBS1L,22,55,31
HBZ,40,50,18
HCAR1,25,69,14
HCAR2,25,69,14
HCAR3,25,69,14
HCCAT5,24,48,36
HCCS,5,15,88
HCFC1,10,15,83
HCFC1-AS1,10,15,83
HCFC1R1,41,45,22
HCFC2,30,66,12
HCG11,34,55,19
HCG14,32,54,22
HCG16,33,53,22
HCG17,32,53,23
HCG18,32,53,23
HCG20,33,53,22
HCG2040054,69,38,1
HCG21,33,53,22
HCG22,33,53,22
HCG23,32,53,23
HCG24,32,55,21
HCG25,33,54,21
HCG26,32,53,23
HCG27,32,53,23
HCG4,32,53,23
HCG4B,32,53,23
HCG8,32,53,23
HCG9,32,53,23
HCK,70,37,1
HCLS1,67,36,5
HCN1,76,10,22
HCN2,30,49,29
HCN3,58,46,4
HCN4,23,62,23
HCP5,32,53,23
HCRT,44,51,13
HCRTR1,14,60,34
HCRTR2,39,58,11
HCST,60,40,8
HDAC1,14,61,33
HDAC10,47,42,19
HDAC11,6,21,81
HDAC11-AS1,6,21,81
HDAC2,17,60,31
HDAC3,7,30,71
HDAC4,21,60,27
HDAC5,45,54,9
HDAC6,3,17,88
HDAC7,41,60,7
HDAC8,6,19,83
HDAC9,56,35,17
HDC,20,57,31
HDDC2,19,60,29
HDDC3,31,58,19
HDGF,58,46,4
HDGFL1,34,57,17
HDGFRP2,17,50,41
HDGFRP3,29,57,22
HDHD2,22,44,42
HDHD3,19,34,55
HDLBP,19,62,27
HDX,5,18,85
HEATR1,52,46,10
HEATR3,17,53,38
HEATR4,29,45,34
HEATR5A,33,40,35
HEATR5B,67,41,0
HEATR6,52,49,7
HEATR9,41,50,17
HEBP1,60,42,6
HEBP2,19,58,31
HECA,18,58,32
HECTD1,33,40,35
HECTD2,5,53,50
HECTD2-AS1,5,53,50
HECTD3,14,66,28
HECTD4,29,66,13
HECW1,50,39,19
HECW1-IT1,50,39,19
HECW2,38,60,10
HEG1,68,35,5
HEIH,6,29,73
HELB,40,60,8
HELLS,6,55,47
HELQ,11,43,54
HELT,3,36,69
HELZ,59,44,5
HELZ2,60,36,12
HEMGN,20,34,54
HEMK1,2,16,90
HENMT1,4,46,58
HEPACAM,19,61,28
HEPACAM2,57,48,3
HEPH,6,17,85
HEPHL1,24,59,25
HEPN1,19,61,28
HERC1,22,62,24
HERC2,21,55,32
HERC2P10,21,56,31
HERC2P2,25,47,36
HERC2P3,25,47,36
HERC2P4,28,37,43
HERC2P7,25,47,36
HERC2P9,21,56,31
HERC3,6,47,55
HERC4,10,53,45
HERC5,6,47,55
HERC6,6,47,55
HERPUD1,19,52,37
HERPUD2,51,41,16
HES1,96,12,0
HES2,13,52,43
HES3,14,51,43
HES4,37,36,35
HES5,37,36,35
HES6,20,61,27
HES7,12,30,66
HESX1,2,15,91
HEXA,23,62,23
HEXA-AS1,23,62,23
HEXB,5,23,80
HEXDC,56,40,12
HEXIM1,46,53,9
HEXIM2,46,53,9
HEY1,62,37,9
HEY2,19,60,29
HEYL,16,65,27
HFE,36,53,19
HFE2,55,27,26
HFM1,4,56,48
HGC6.3,19,61,28
HGD,67,35,6
HGF,48,54,6
HGFAC,10,40,58
HGH1,70,30,8
HGS,65,32,11
HGSNAT,69,23,16
HHAT,51,50,7
HHATL,5,20,83
HHEX,5,54,49
HHIP,6,41,61
HHIP-AS1,6,41,61
HHIPL1,33,41,34
HHIPL2,51,47,10
HHLA1,79,24,5
HHLA2,62,34,12
HHLA3,5,60,43
HIBADH,52,41,15
HIBCH,39,60,9
HIC1,16,28,64
HIC2,58,39,11
HID1,59,45,4
HID1-AS1,59,45,4
HIF1A,30,42,36
HIF1A-AS1,30,42,36
HIF1A-AS2,30,42,36
HIF1AN,5,58,45
HIF3A,38,46,24
HIGD1A,5,20,83
HIGD1B,45,54,9
HIGD1C,39,62,7
HIGD2A,6,29,73
HIGD2B,24,61,23
HIKESHI,25,61,22
HILPDA,40,51,17
HILS1,49,53,6
HINFP,21,58,29
HINT1,5,29,74
HINT2,30,22,56
HINT3,20,59,29
HIP1,50,48,10
HIP1R,24,70,14
HIPK1,5,44,59
HIPK1-AS1,5,44,59
HIPK2,39,54,15
HIPK3,23,58,27
HIPK4,54,39,15
HIRA,58,39,11
HIRIP3,30,60,18
HIST1H1A,36,53,19
HIST1H1B,32,55,21
HIST1H1C,36,53,19
HIST1H1D,34,54,20
HIST1H1E,35,53,20
HIST1H1T,36,53,19
HIST1H2AA,37,53,18
HIST1H2AB,36,53,19
HIST1H2AC,36,52,20
HIST1H2AD,34,54,20
HIST1H2AE,34,54,20
HIST1H2AG,34,53,21
HIST1H2AH,34,53,21
HIST1H2AI,33,54,21
HIST1H2AJ,33,54,21
HIST1H2AK,32,55,21
HIST1H2AL,32,55,21
HIST1H2AM,32,55,21
HIST1H2APS1,37,53,18
HIST1H2BA,37,53,18
HIST1H2BB,36,53,19
HIST1H2BC,36,52,20
HIST1H2BD,35,53,20
HIST1H2BE,35,53,20
HIST1H2BF,34,54,20
HIST1H2BG,34,54,20
HIST1H2BH,35,53,20
HIST1H2BI,35,54,19
HIST1H2BJ,34,53,21
HIST1H2BK,34,53,21
HIST1H2BL,33,54,21
HIST1H2BM,33,54,21
HIST1H2BN,32,55,21
HIST1H2BO,32,55,21
HIST1H3A,36,53,19
HIST1H3B,36,53,19
HIST1H3C,36,53,19
HIST1H3D,34,54,20
HIST1H3E,34,54,20
HIST1H3F,35,53,20
HIST1H3G,35,54,19
HIST1H3H,33,54,21
HIST1H3I,32,55,21
HIST1H3J,32,55,21
HIST1H4A,36,53,19
HIST1H4B,36,53,19
HIST1H4C,36,53,19
HIST1H4D,35,53,20
HIST1H4E,34,54,20
HIST1H4F,35,53,20
HIST1H4G,35,53,20
HIST1H4H,35,54,19
HIST1H4I,34,53,21
HIST1H4J,33,54,21
HIST1H4K,32,55,21
HIST1H4L,32,55,21
HIST2H2AA3,55,27,26
HIST2H2AB,55,27,26
HIST2H2AC,55,27,26
HIST2H2BA,55,27,26
HIST2H2BC,55,27,26
HIST2H2BE,55,27,26
HIST2H2BF,55,27,26
HIST2H3A,55,27,26
HIST2H3D,55,27,26
HIST2H4A,55,27,26
HIST3H2A,56,42,10
HIST3H2BB,56,42,10
HIST3H3,56,42,10
HIST4H4,60,43,5
HIVEP1,35,57,16
HIVEP2,18,59,31
HIVEP3,16,65,27
HJURP,18,61,29
HK1,10,53,45
HK2,63,41,4
HK3,5,30,73
HKDC1,10,53,45
HKR1,58,38,12
HLA-A,32,53,23
HLA-B,32,53,23
HLA-C,32,53,23
HLA-DMA,32,55,21
HLA-DMB,32,55,21
HLA-DOA,32,55,21
HLA-DOB,32,53,23
HLA-DPA1,31,56,21
HLA-DPB1,31,56,21
HLA-DPB2,32,55,21
HLA-DQA1,32,53,23
HLA-DQA2,32,53,23
HLA-DQB1,32,53,23
HLA-DQB1-AS1,32,53,23
HLA-DQB2,32,53,23
HLA-DRA,32,53,23
HLA-DRB1,32,53,23
HLA-DRB5,32,53,23
HLA-DRB6,32,53,23
HLA-E,33,53,22
HLA-F,32,53,23
HLA-F-AS1,32,53,23
HLA-G,32,53,23
HLA-H,32,53,23
HLA-J,32,53,23
HLA-L,32,53,23
HLCS,6,59,43
HLF,49,50,9
HLTF,90,17,1
HLTF-AS1,90,17,1
HLX,52,46,10
HLX-AS1,52,46,10
HM13,72,35,1
HM13-AS1,72,35,1
HMBOX1,11,26,71
HMBS,21,58,29
HMCES,69,34,5
HMCN1,55,44,9
HMCN2,18,38,52
HMG20A,28,56,24
HMG20B,15,54,39
HMGA1,33,54,21
HMGA1P7,20,57,31
HMGA2,40,59,9
HMGB1,9,33,66
HMGB2,4,38,66
HMGB3,9,16,83
HMGB3P1,64,40,4
HMGB4,15,62,31
HMGCL,11,56,41
HMGCLL1,38,56,14
HMGCR,4,23,81
HMGCS1,89,18,1
HMGCS2,19,47,42
HMGN1,5,57,46
HMGN2,10,57,41
HMGN2P46,18,56,34
HMGN3,24,61,23
HMGN3-AS1,24,61,23
HMGN4,34,55,19
HMGN5,7,18,83
HMGXB3,5,30,73
HMGXB4,53,41,14
HMHB1,7,29,72
HMMR,4,29,75
HMMR-AS1,4,29,75
HMOX1,53,41,14
HMOX2,20,63,25
HMP19,5,30,73
HMSD,23,40,45
HMX1,9,35,64
HMX2,12,58,38
HMX3,12,58,38
HN1,59,45,4
HN1L,23,58,27
HNCAT21,6,28,74
HNF1A,26,67,15
HNF1A-AS1,26,67,15
HNF1B,44,49,15
HNF4A,52,45,11
HNF4A-AS1,52,45,11
HNF4G,59,40,9
HNMT,35,65,8
HNRNPA0,6,32,70
HNRNPA1,38,61,9
HNRNPA1L2,5,31,72
HNRNPA1P10,19,51,38
HNRNPA1P33,20,48,40
HNRNPA2B1,53,39,16
HNRNPA3,48,56,4
HNRNPA3P1,20,51,37
HNRNPAB,6,29,73
HNRNPC,35,41,32
HNRNPCL1,14,53,41
HNRNPCL2,14,53,41
HNRNPCL3,14,53,41
HNRNPCL4,14,53,41
HNRNPD,12,42,54
HNRNPDL,11,43,54
HNRNPF,20,51,37
HNRNPH1,6,29,73
HNRNPH2,6,15,87
HNRNPH3,10,53,45
HNRNPK,19,35,54
HNRNPKP3,21,62,25
HNRNPL,58,37,13
HNRNPLL,67,40,1
HNRNPM,18,47,43
HNRNPR,10,58,40
HNRNPU,54,46,8
HNRNPUL1,46,42,20
HNRNPUL2,28,68,12
HNRNPUL2-BSCL2,28,68,12
HOGA1,6,54,48
HOMER1,3,23,82
HOMER2,28,58,22
HOMER3,30,46,32
HOMEZ,31,43,34
HOOK1,6,62,40
HOOK2,23,47,38
HOOK3,54,35,19
HOPX,22,46,40
HORMAD1,60,45,3
HORMAD2,55,41,12
HORMAD2-AS1,55,41,12
HOST2,7,51,50
HOTAIR,38,61,9
HOTAIRM1,52,38,18
HOTS,20,50,38
HOTTIP,49,41,18
HOXA-AS2,51,39,18
HOXA-AS3,51,39,18
HOXA1,52,38,18
HOXA10,49,41,18
HOXA10-AS,51,39,18
HOXA10-HOXA9,51,39,18
HOXA11,49,41,18
HOXA11-AS,49,41,18
HOXA13,49,41,18
HOXA2,52,38,18
HOXA3,52,38,18
HOXA4,51,39,18
HOXA5,51,39,18
HOXA6,51,39,18
HOXA7,51,39,18
HOXA9,51,39,18
HOXB-AS1,48,52,8
HOXB-AS3,47,53,8
HOXB1,48,52,8
HOXB13,47,53,8
HOXB2,48,52,8
HOXB3,48,52,8
HOXB4,47,53,8
HOXB5,47,53,8
HOXB6,47,53,8
HOXB7,47,53,8
HOXB8,47,53,8
HOXB9,47,53,8
HOXC-AS1,38,61,9
HOXC-AS2,38,61,9
HOXC-AS3,38,61,9
HOXC10,38,61,9
HOXC11,38,61,9
HOXC12,38,61,9
HOXC13,38,61,9
HOXC13-AS,38,61,9
HOXC4,38,61,9
HOXC5,38,61,9
HOXC6,38,61,9
HOXC8,38,61,9
HOXC9,38,61,9
HOXD-AS2,44,60,4
HOXD1,44,60,4
HOXD10,44,60,4
HOXD11,44,60,4
HOXD12,44,60,4
HOXD13,44,60,4
HOXD3,44,60,4
HOXD4,44,60,4
HOXD8,44,60,4
HOXD9,44,60,4
HP,27,48,33
HP09025,57,44,7
HP09053,66,31,11
HP1BP3,11,56,41
HPCA,15,62,31
HPCAL1,62,43,3
HPCAL4,16,65,27
HPD,27,67,14
HPDL,13,67,28
HPF1,6,37,65
HPGD,3,38,67
HPGDS,6,45,57
HPN,61,39,8
HPN-AS1,61,39,8
HPR,27,48,33
HPRT1,8,16,84
HPS1,6,55,47
HPS3,90,17,1
HPS4,53,44,11
HPS5,24,52,32
HPS6,5,58,45
HPSE,12,42,54
HPSE2,6,55,47
HPVC1,55,39,14
HPX,15,54,39
HPYR1,79,24,5
HR,12,22,74
HRAS,22,52,34
HRASLS,96,11,1
HRASLS2,31,64,13
HRASLS5,30,65,13
HRAT13,18,61,29
HRAT17,45,53,10
HRAT5,91,15,2
HRAT56,6,28,74
HRAT92,55,41,12
HRC,35,46,27
HRCT1,29,22,57
HRG,97,10,1
HRH1,6,20,82
HRH2,5,30,73
HRH3,48,46,14
HRH4,35,47,26
HRK,27,67,14
HRNR,59,46,3
HS1BP3,65,40,3
HS1BP3-IT1,65,40,3
HS2ST1,5,57,46
HS3ST1,9,36,63
HS3ST2,26,60,22
HS3ST3A1,15,30,63
HS3ST3B1,16,30,62
HS3ST4,29,57,22
HS3ST5,16,61,31
HS3ST6,25,58,25
HS6ST1,36,68,4
HS6ST2,9,15,84
HS6ST2-AS1,9,15,84
HS6ST3,11,38,59
HSBP1,20,41,47
HSBP1L1,20,38,50
HSCB,53,45,10
HSD11B1,51,50,7
HSD11B1L,20,48,40
HSD11B2,23,49,36
HSD17B1,44,51,13
HSD17B10,4,16,88
HSD17B11,7,47,54
HSD17B12,22,62,24
HSD17B13,7,46,55
HSD17B14,35,46,27
HSD17B2,20,41,47
HSD17B3,20,34,54
HSD17B4,6,28,74
HSD17B6,39,60,9
HSD17B7,57,47,4
HSD17B7P2,29,47,32
HSD17B8,32,55,21
HSD3B1,18,47,43
HSD3B2,18,47,43
HSD3B7,28,61,19
HSD3BP4,18,47,43
HSD52,6,62,40
HSDL1,19,42,47
HSDL2,19,33,56
HSF1,71,28,9
HSF2,19,61,28
HSF2BP,10,50,48
HSF4,22,49,37
HSF5,52,48,8
HSFX1,9,16,83
HSFX2,9,16,83
HSFY1,5,4,99
HSFY1P1,58,38,12
HSFY2,5,4,99
HSH2D,24,48,36
HSP90AA1,35,37,36
HSP90AB1,42,51,15
HSP90AB4P,20,61,27
HSP90B1,30,66,12
HSP90B2P,35,55,18
HSPA12A,12,54,42
HSPA12B,52,49,7
HSPA13,20,48,40
HSPA14,27,50,31
HSPA1A,32,53,23
HSPA1B,32,53,23
HSPA1L,32,53,23
HSPA2,28,43,37
HSPA4,6,29,73
HSPA4L,5,44,59
HSPA5,20,37,51
HSPA6,60,44,4
HSPA7,60,44,4
HSPA8,19,60,29
HSPA9,6,33,69
HSPB1,50,48,10
HSPB11,7,67,34
HSPB2,21,58,29
HSPB2-C11orf52,22,56,30
HSPB3,12,23,73
HSPB6,60,40,8
HSPB7,14,52,42
HSPB8,28,67,13
HSPB9,44,51,13
HSPBAP1,68,35,5
HSPBP1,40,46,22
HSPC324,32,36,40
HSPD1,35,63,10
HSPE1,35,63,10
HSPE1-MOB4,35,63,10
HSPG2,13,55,40
HSPH1,9,33,66
HTATIP2,24,54,30
HTATSF1,7,17,84
HTATSF1P2,37,53,18
HTN1,14,46,48
HTN3,14,46,48
HTR1A,5,23,80
HTR1B,23,60,25
HTR1D,10,58,40
HTR1E,20,63,25
HTR1F,12,17,79
HTR2A,7,28,73
HTR2A-AS1,7,28,73
HTR2B,17,62,29
HTR2C,6,14,88
HTR3A,20,58,30
HTR3B,20,58,30
HTR3C,98,9,1
HTR3D,98,9,1
HTR3E,98,9,1
HTR3E-AS1,98,9,1
HTR4,5,29,74
HTR5A,32,56,20
HTR5A-AS1,32,56,20
HTR6,11,56,41
HTR7,5,54,49
HTR7P1,60,42,6
HTRA1,12,58,38
HTRA2,63,41,4
HTRA3,9,35,64
HTRA4,60,24,24
HTT,8,37,63
HTT-AS,8,37,63
HULC,34,56,18
HUNK,9,58,41
HUS1,52,38,18
HUS1B,41,51,16
HUWE1,4,16,88
HVCN1,29,67,12
HYAL1,3,16,89
HYAL2,3,16,89
HYAL3,3,16,89
HYAL4,41,53,14
HYALP1,41,53,14
HYDIN,26,47,35
HYDIN2,55,27,26
HYI,16,66,26
HYKK,27,57,24
HYLS1,19,60,29
HYMAI,17,60,31
HYOU1,21,58,29
HYPK,18,59,31
HYPM,3,15,90
IAH1,59,46,3
IAPP,64,40,4
